"!им. ед.","род","род. ед.","дат. ед.","вин. ед.","твор. ед.","предл. ед."
"Фаіківна","F","Фаиковны","Фаиковне","Фаиковны","Фаиковной","Фаиковне"
"Фаільйович","M","Фаильевича","Фаильевичу","Фаильевича","Фаильевичем","Фаильевиче"
"Февзиевич","M","","","","",""
"Февзиевна","F","","","","",""
"Февзійович","M","Февзеевича","Февзеевичу","Февзеевича","Февзеевичем","Февзеевиче"
"Февзіївна","F","Февзеевны","Февзиевне","Февзиевны","Февзиевной","Февзиевне"
"Федорович","M","Федоровича","Федоровичу","Федоровича","Федоровичем","Федоровиче"
"Федоровна","F","","","","",""
"Федорівна","F","Федоровны","Федоровне","Федоровны","Федоровной","Федоровне"
"Федосеевич","M","","","","",""
"Федосеевна","F","","","","",""
"Федосович","M","Федосовича","Федосовичу","Федосовича","Федосовичем","Федосовиче"
"Федосійович","M","Федосеевича","Федосеевичу","Федосеевича","Федосеевичем","Федосеевиче"
"Федосіївна","F","Федосеевны","Федосеевне","Федосеевны","Федосеевной","Федосеевне"
"Федотович","M","Федотовича","Федотовичу","Федотовича","Федотовичем","Федотовиче"
"Федотовна","F","","","","",""
"Федотівна","F","Федотовны","Федотовне","Федотовны","Федотовной","Федотовне"
"Фезович","M","Фезовича","Фезовичу","Фезовича","Фезовичем","Фезовиче"
"Фейзонович","M","Фейзоновича","Фейзоновичу","Фейзоновича","Фейзоновичем","Фейзоновиче"
"Фейрузович","M","Фейрузовича","Фейрузовичу","Фейрузовича","Фейрузовичем","Фейрузовиче"
"Фекритович","M","Фекритовича","Фекритовичу","Фекритовича","Фекритовичем","Фекритовиче"
"Фекритовна","F","","","","",""
"Фекритівна","F","Фекритовны","Фекритовне","Фекритовны","Фекритовной","Фекритовне"
"Феликсасович","M","","","","",""
"Феликсасовна","F","","","","",""
"Феликсович","M","","","","",""
"Феликсовна","F","","","","",""
"Феліксович","M","Феликсовича","Феликсовичу","Феликсовича","Феликсовичем","Феликсовиче"
"Феліксівна","F","Феликсовны","Феликсовне","Феликсовны","Феликсовной","Феликсовне"
"Феліцианович","M","Фелициановича","Фелициановичу","Фелициановича","Фелициановичем","Фелициановиче"
"Феміївна","F","Фемиевны","Фемиевне","Фемиевны","Фемиевной","Фемиевне"
"Феодосьевич","M","","","","",""
"Феодосьевна","F","","","","",""
"Феодосійович","M","Феодосиевича","Феодосиевичу","Феодосиевича","Феодосиевичем","Феодосиевиче"
"Феодосіївна","F","Феодосиевны","Феодосиевне","Феодосиевны","Феодосиевной","Феодосиевне"
"Феоктистівна","F","Феоктистовны","Феоктистовне","Феоктистовны","Феоктистовной","Феоктистовне"
"Феоктисьевич","M","","","","",""
"Феоктисьевна","F","","","","",""
"Феоктісович","M","Феоктисовича","Феоктисовичу","Феоктисовича","Феоктисовичем","Феоктисовиче"
"Феоктістович","M","Феоктистовича","Феоктистовичу","Феоктистовича","Феоктистовичем","Феоктистовиче"
"Феонович","M","Феоновича","Феоновичу","Феоновича","Феоновичем","Феоновиче"
"Феофанович","M","Феофановича","Феофановичу","Феофановича","Феофановичем","Феофановиче"
"Феофановна","F","","","","",""
"Феофанівна","F","Феофановны","Феофановне","Феофановны","Феофановной","Феофановне"
"Феофилович","M","","","","",""
"Феофиловна","F","","","","",""
"Феофілович","M","Феофиловича","Феофиловичу","Феофиловича","Феофиловичем","Феофиловиче"
"Феофілівна","F","Феофиловны","Феофиловне","Феофиловны","Феофиловной","Феофиловне"
"Ферадович","M","Ферадовича","Ферадовичу","Ферадовича","Ферадовичем","Ферадовиче"
"Ферапонтович","M","Ферапонтовича","Ферапонтовичу","Ферапонтовича","Ферапонтовичем","Ферапонтовиче"
"Ферапонтовна","F","","","","",""
"Ферапонтівна","F","Ферапонтовны","Ферапонтовне","Ферапонтовны","Ферапонтовной","Ферапонтовне"
"Ферасович","M","","","","",""
"Ферасовна","F","","","","",""
"Фератович","M","","","","",""
"Фератовна","F","","","","",""
"Фератівна","F","Фератовны","Фератовне","Фератовны","Фератовной","Фератовне"
"Фергіївна","F","Фергиевны","Фергиевне","Фергиевны","Фергиевной","Фергиевне"
"Фердинандович","M","Фердинандовича","Фердинандовичу","Фердинандовича","Фердинандовичем","Фердинандовиче"
"Фердинандовна","F","","","","",""
"Фердинандівна","F","Фердинандовны","Фердинандовне","Фердинандовны","Фердинандовной","Фердинандовне"
