"!наз. од.","рід","клич.","род. одн.","дав. одн.","знах. одн.","оруд. одн.","місц. одн."
"Хайретдін","M","Хайретдіне","Хайретдіна","Хайретдіну","Хайретдіна","Хайретдіном","Хайретдінові"
"Хайрим","M","Хайриме","Хайрима","Хайриму","Хайрима","Хайримом","Хайримові"
"Хайрі","M","Хайріє","Хайрія","Хайрію","Хайрія","Хайрієм","Хайрієві"
"Хакед","M","Хакеде","Хакеда","Хакеду","Хакеда","Хакедом","Хакедові"
"Хаким","M","","","","","",""
"Хакім","M","","","","","",""
"Хакіма","F","Хакіме","Хакіми","Хакіму","Хакіми","Хакімою","Хакімі"
"Халакверді","M","","","","","",""
"Халед","M","Халеде","Халеда","Халеду","Халеда","Халедом","Халедові"
"Халил","M","","","","","",""
"Халим","M","","","","","",""
"Халит","M","","","","","",""
"Халіб","M","","","","","",""
"Халік","M","","","","","",""
"Халіл","M","Халіле","Халіла","Халілу","Халіла","Халілом","Халілові"
"Халілпаша","M","","","","","",""
"Халілула","M","","","","","",""
"Халім","M","","","","","",""
"Халіулл","M","","","","","",""
"Хамед","M","Хамеде","Хамеда","Хамеду","Хамеда","Хамедом","Хамедові"
"Хамзяй","M","","","","","",""
"Хамид","M","","","","","",""
"Хамит","M","","","","","",""
"Хамрокул","M","","","","","",""
"Хамулла","M","","","","","",""
"Хамід","M","","","","","",""
"Хамідулла","M","","","","","",""
"Хан","M","","","","","",""
"Ханан","M","Ханане","Ханана","Ханану","Ханана","Хананом","Хананові"
"Ханафій","M","","","","","",""
"Ханиш Огли","M","","","","","",""
"Ханлар","M","Ханларе","Ханлара","Ханлару","Ханлара","Ханларом","Ханларові"
"Ханс-Юрген","M","Ханс-Юргене","Ханс-Юргена","Ханс-Юргену","Ханс-Юргена","Ханс-Юргеном","Ханс-Юргенові"
"Ханір","M","Ханіре","Ханіра","Ханіру","Ханіра","Ханіром","Ханірові"
"Ханіф","M","Ханіфе","Ханіфа","Ханіфу","Ханіфа","Ханіфом","Ханіфові"
"Хаплар","M","","","","","",""
"Хапрі","M","","","","","",""
"Харальд","M","Харальде","Харальда","Харальду","Харальда","Харальдом","Харальдові"
"Харетина","F","Харетино","Харетини","Харетині","Харетини","Харетиною","Харетині"
"Харис","M","","","","","",""
"Харит","M","","","","","",""
"Харитон","M","Харитоне","Харитона","Харитону","Харитона","Харитоном","Харитонові"
"Харлампій","M","Харлампію","Харлампія","Харлампію","Харлампія","Харлампієм","Харлампії"
"Хартман","M","Хартмане","Хартмана","Хартману","Хартмана","Хартманом","Хартманові"
"Харід","M","Харіде","Харіда","Харіду","Харіда","Харідом","Харідові"
"Харіс","M","","","","","",""
"Хасан","M","Хасане","Хасана","Хасану","Хасана","Хасаном","Хасанові"
"Хасьян","M","Хасьяне","Хасьяна","Хасьяну","Хасьяна","Хасьяном","Хасьянові"
"Хасіб","M","","","","","",""
"Хатап","M","","","","","",""
"Хатим","M","","","","","",""
"Хатмулла","M","","","","","",""
"Хатуна","F","Хатуне","Хатуни","Хатуні","Хатуни","Хатуною","Хатуні"
"Хатура","F","Хатуре","Хатури","Хатурі","Хатури","Хатурою","Хатурі"
"Хатідже","F","Хатідже","Хатідже","Хатідже","Хатідже","Хатіджєю","Хатідже"
"Хауля","F","Хауля","Хауля","Хауля","Хауля","Хауля","Хауля"
"Хауф","M","Хауфе","Хауфа","Хауфу","Хауфа","Хауфом","Хауфові"
"Хафіз","M","Хафізе","Хафіза","Хафізу","Хафіза","Хафізом","Хафізові"
"Хачатур","M","Хачатуре","Хачатура","Хачатуру","Хачатура","Хачатуром","Хачатурові"
"Хачик","M","Хачику","Хачика","Хачику","Хачика","Хачиком","Хачикові"
"Хашко","M","","","","","",""
"Хаїм","M","Хаїме","Хаїма","Хаїму","Хаїма","Хаїмом","Хаїм"
"Хебур","M","","","","","",""
"Хейден","M","Хейдене","Хейдена","Хейдену","Хейдена","Хейденом","Хейденові"
"Хелена","F","Хелено","Хелени","Хелені","Хелени","Хеленою","Хелені"
"Хелпполайнен","M","Хелпполайнене","Хелпполайнена","Хелпполайнену","Хелпполайнена","Хелпполайненом","Хелпполайненові"
"Хель","M","Хелю","Хеля","Хелю","Хеля","Хелем","Хелеві"
"Хельга","F","Хельго","Хельги","Хельзі","Хельги","Хельгою","Хельзі"
"Хельмо","M","","","","","",""
"Хенрікс","M","Хенріксе","Хенрікса","Хенріксу","Хенрікса","Хенріксом","Хенріксові"
"Хеніс","M","Хенісе","Хеніса","Хенісу","Хеніса","Хенісом","Хенісові"
"Хербет","M","Хербете","Хербета","Хербету","Хербета","Хербетом","Хербетові"
"Херсан","M","","","","","",""
"Хигидур","M","","","","","",""
"Хиза","M","Хизо","Хизи","Хизі","Хизи","Хизою","Хизові"
"Хизат","M","","","","","",""
"Химка","F","Химко","Химки","Химці","Химку","Химкою","Химці"
"Хмарак","M","Хмараку","Хмарака","Хмараку","Хмарака","Хмараком","Хмаракові"
"Хокан","M","Хокане","Хокана","Хокану","Хокана","Хоканом","Хоканові"
"Хома","M","Хоме","Хоми","Хомі","Хоми","Хомом","Хомові"
"Хорен","M","Хорене","Хорена","Хорену","Хорена","Хореном","Хоренові"
"Хорхе","M","Хорхе","Хорхе","Хорхе","Хорхе","Хорхе","Хорхе"
"Хосе","M","Хосе","Хосе","Хосе","Хосе","Хосе","Хосе"
"Хосров","M","","","","","",""
"Хоссейн","M","Хоссейне","Хоссейна","Хоссейну","Хоссейна","Хоссейном","Хоссейнові"
"Хосяін","M","Хосяіне","Хосяіна","Хосяіну","Хосяіна","Хосяіном","Хосяінові"
"Хотой","M","","","","","",""
"Христиан","M","","","","","",""
"Христина","F","Христино","Христини","Христині","Христини","Христиною","Христині"
"Христо","M","Христо","Христо","Христо","Христо","Христом","Христові"
"Христофор","M","Христофоре","Христофора","Христофору","Христофора","Христофором","Христофорові"
"Хритиян","M","","","","","",""
"Хрісанф","M","","","","","",""
"Хтодосій","M","","","","","",""
"Хуан Карлос","M","Хуан Карлосе","Хуан Карлоса","Хуан Карлосу","Хуан Карлоса","Хуан Карлосом","Хуан Карлосові"
"Хуан","M","","","","","",""
"Хуберт","M","Хуберте","Хуберта","Хуберту","Хуберта","Хубертом","Хубертові"
